Role Category,Role,Functional Area,Industry,Skill1,Skill2,Skill3,Skill4,Skill5
65,206,21,30,9931,1551,3334,9148,1688
65,206,21,30,6534,7088,6865,9554,7453
65,206,21,39,1042,465,10318,449,4070
65,206,21,12,9305,5698,10286,5025,1480
65,46,21,43,465,5412,449,9984,521
65,107,21,1,2942,4711,3070,3415,4709
65,107,21,1,6417,11191,7279,8327,6130
65,46,21,1,6089,8791,3696,4070,3590
65,107,21,30,7603,2626,2255,465,946
65,107,21,30,459,973,3590,9368,11166
65,206,21,46,5337,465,7926,3284,493
65,46,21,1,94,4645,9013,9536,4070
65,46,21,1,9672,7454,6633,4128,7534
65,206,21,60,11475,9814,2386,4966,10503
65,206,21,43,1706,6590,4711,1771,1206
65,141,21,58,459,4070,6337,11688,7827
65,141,21,58,6485,9984,8081,9500,2467
65,206,21,1,465,7534,4711,10500,6706
65,206,21,1,4880,5690,1053,1069,449
65,206,21,13,3004,4070,3215,4880,2467
65,206,21,13,9501,9617,2048,11223,3397
65,206,21,13,8493,6018,7437,2090,9148
65,206,21,13,3696,8791,11361,7522,465
65,206,21,30,9406,5161,6089,3696,8791
65,206,21,21,6225,4070,8875,7844,11646
65,46,21,10,4621,3215,10433,2259,1412
65,46,21,10,4070,6337,8081,9272,7373
65,206,21,40,452,10286,6864,11743,8089
65,206,21,40,7421,1276,5161,7493,8850
65,149,21,16,3219,8034,3696,9326,2372
65,206,21,30,465,449,6372,395,7131
65,206,21,1,6210,11060,3811,10097,4227
65,206,21,60,5937,1271,2386,449,3475
65,46,21,1,4771,10286,9782,8396,2171
65,46,21,1,5520,10382,9950,3681,9942
65,206,21,1,8987,6175,7598,7425,4261
65,206,21,57,11123,3696,3284,2467,493
65,206,21,30,2233,10875,465,5560,3696
65,206,21,30,122,3590,7598,11337,11589
65,46,21,17,5337,1353,465,9500,229
65,46,21,17,9344,263,8136,764,10428
65,46,21,1,5284,465,4070,3696,8717
65,206,21,45,2141,8242,4218,11672,1175
65,206,21,45,1696,5103,62,2455,11744
65,335,21,45,6946,11076,465,6864,9709
65,206,21,60,6590,5412,4711,156,7230
65,46,21,43,10875,5216,6864,3919,707
65,206,21,1,2338,2467,11330,465,2943
65,206,21,13,8081,3397,3055,4070,7611
65,46,21,17,11093,6403,465,713,7450
65,46,21,17,1412,3917,11530,493,3284
65,206,21,6,465,7534,4070,1435,2189
65,46,21,43,9406,5161,6089,3696,8791
65,46,21,1,854,6489,4711,3872,8396
65,206,21,16,8081,8863,3172,2379,465
65,206,21,16,4070,1317,449,1811,5937
65,206,21,30,2233,10875,465,5560,3696
65,206,21,30,122,3590,7598,11337,11589
65,206,21,38,240,6647,2317,1013,5690
65,46,21,25,10875,5412,9500,1161,6595
65,149,21,11,4034,6102,2319,43,10172
65,206,21,30,3424,2813,4819,3215,2157
65,206,21,30,5540,8999,6937,6864,7483
65,206,21,30,9984,304,7299,4398,8683
65,206,21,38,285,8242,3254,7848,6590
65,206,21,38,10361,2259,766,10805,8327
65,46,21,43,11659,2213,5412,5560,3696
65,206,21,30,1209,1941,465,10433,2386
65,206,21,30,5560,946,7692,9500,7453
65,206,21,43,6345,5963,4711,1654,9199
65,206,21,43,2255,4624,10771,707,11337
65,46,21,10,465,1931,4457,8935,5216
65,206,21,20,10286,4925,7690,6312,11053
65,206,21,20,4207,6183,10395,886,8576
65,46,21,3,4261,6552,4070,4398,7483
65,46,21,3,2752,2467,9984,493,9266
65,206,21,13,7880,4070,10472,629,11449
65,206,21,13,4312,10059,465,249,11073
65,238,21,30,5337,107,465,5916,5560
65,206,21,32,10156,3227,5452,2896,886
65,206,21,32,7844,11188,4250,9095,5908
65,46,21,4,10286,9500,9566,3696,2157
65,46,21,4,3449,11640,5394,3590,1907
65,206,21,1,2048,8423,3397,4070,452
65,46,21,48,1162,1225,10673,9224,723
65,206,21,1,2255,8124,11473,7761,4486
65,206,21,1,7603,6762,10072,122,629
65,238,21,60,2467,7308,1727,979,3825
65,238,21,60,7603,7865,2386,4739,2760
65,238,21,60,4398,7083,7771,4104,3598
65,141,21,48,1297,9972,7131,3590,5327
65,141,21,48,4250,6840,5797,4046,3284
65,46,21,32,465,9984,3227,3421,765
65,206,21,45,5337,3571,5452,3562,4070
65,206,21,45,10365,4500,3548,11542,3770
65,206,21,30,1941,2213,11392,2752,9808
65,335,21,43,9406,5161,6089,8791,3696
65,206,21,45,6721,465,11672,7897,5908
65,206,21,45,5082,2758,397,11159,3357
65,206,21,21,8870,4070,755,2693,5909
65,206,21,45,4070,2467,2069,8331,493
65,206,21,38,2912,4711,5560,6647,9984
65,46,21,30,10875,8081,2139,7371,3696
65,46,21,30,8717,8222,7493,4621,8576
65,46,21,48,1980,3215,8034,5644,465
65,46,21,48,2372,1412,8849,304,2467
65,206,21,32,7844,8863,2467,4070,4250
65,206,21,32,5644,4868,1929,3571,7704
65,46,21,8,9406,5161,6089,8791,3696
65,206,21,1,452,1846,3913,1070,7644
65,335,21,45,10700,8791,927,8179,8999
65,46,21,21,9406,5161,6089,465,8791
65,206,21,30,8268,5412,10807,973,10923
65,206,21,30,9554,2424,852,8871,6448
65,107,21,1,4738,1057,8472,3969,8529
65,107,21,1,6864,1221,4529,4272,6130
65,206,21,38,8292,764,4070,3823,3986
65,107,21,43,5337,5429,11605,11671,10772
65,107,21,43,2965,6595,216,6289,7358
65,238,21,60,7603,4261,9581,7771,2386
65,238,21,60,8932,11347,7230,4398,2708
65,141,21,45,7388,5763,8446,4199,2859
65,46,21,17,1563,4175,4711,249,6615
65,46,21,17,5572,7130,2940,2467,2397
65,46,21,17,8493,740,6732,9368,465
65,206,21,53,3972,8456,7220,4070,7080
65,206,21,53,6266,7244,11589,2409,4380
65,46,21,1,9188,692,5698,1602,6615
65,46,21,1,5013,2255,6864,4184,1829
65,206,21,13,9406,5161,6089,8791,3696
65,46,21,43,9406,5161,6089,3696,8791
65,206,21,30,116,465,1654,6552,11337
65,206,21,30,7453,1941,6552,1317,5560
65,46,21,16,9738,1412,2334,7220,3645
65,141,21,46,4874,3083,3090,11397,6428
65,141,21,46,10330,2851,3912,5912,8179
65,46,21,43,3661,5445,1703,3637,9608
65,46,21,16,8694,8286,274,465,7453
65,206,21,30,1551,1761,6552,6936,132
65,206,21,30,7061,5112,10595,465,3896
65,384,21,16,4592,4745,6102,8034,2539
65,384,21,16,7440,1706,6529,1732,2409
65,46,21,21,11392,9500,6529,4488,10553
65,206,21,28,1811,4206,903,765,3055
65,206,21,60,10156,1980,7687,7371,7692
65,206,21,3,11223,4070,452,4880,4261
65,335,21,11,3673,2273,7657,9843,5995
65,335,21,11,451,4070,5657,10066,3696
65,206,21,60,11475,465,2386,1102,4398
65,384,21,16,8286,8034,465,7704,1902
65,46,21,16,10525,719,3661,1913,6102
65,206,21,16,7450,1053,1052,9625,4711
65,46,21,38,9406,5161,6089,3696,8791
65,335,21,43,5983,8396,6464,9169,2758
65,46,21,42,2892,963,10054,8743,833
65,46,21,42,449,740,245,7110,2382
65,206,21,58,5452,715,2965,3284,6529
65,206,21,24,5283,465,7450,3475,5644
65,206,21,3,465,11452,6615,122,1276
65,206,21,52,9881,8034,264,3912,465
65,206,21,30,9332,2896,9536,9588,4070
65,206,21,30,11066,979,4111,1623,10059
65,206,21,13,5844,5644,4070,3989,5024
65,206,21,13,4880,2467,2048,2157,7598
65,206,21,13,66,10865,8999,8849,11419
65,206,21,13,765,270,3696,4128,5065
65,206,21,1,4403,11196,4925,1161,4184
65,206,21,58,10769,11093,235,10330,2965
65,206,21,1,9406,5161,6089,8791,3696
65,206,21,30,6803,10433,9500,3800,2157
65,206,21,43,9406,5161,6089,8791,3696
65,206,21,13,3237,9332,4422,465,7375
65,107,21,1,3837,9201,6615,7212,145
65,107,21,1,3645,2888,9332,10752,7828
65,206,21,21,11223,5412,3284,7039,4261
65,206,21,43,452,11116,10433,6609,7493
65,46,21,1,10524,2467,2195,8160,2621
65,107,21,43,5429,4925,6595,4375,5540
65,107,21,43,4317,6289,1029,1477,4261
65,107,21,48,2539,3548,7844,9972,11603
65,107,21,48,40,827,3359,3284,5216
65,206,21,30,1941,973,11116,2001,4568
65,206,21,30,631,4618,3073,7097,7579
65,46,21,1,452,459,5024,465,4070
65,46,21,1,5644,1412,449,7726,2048
65,46,21,48,465,8034,4070,2157,3215
65,46,21,48,1162,465,2255,1996,9224
65,46,21,43,9406,5161,6089,3696,8791
65,46,21,43,9708,465,4645,10266,1596
65,206,21,1,5652,465,3964,2120,9996
65,46,21,60,1317,4070,465,10866,2157
65,46,21,60,4880,735,9148,5937,459
65,206,21,48,8339,270,465,9608,4070
65,46,21,60,2386,11347,707,1980,765
65,141,21,30,10433,2640,1706,7088,5514
65,141,21,30,7299,5835,2467,5412,10402
65,206,21,45,4218,2758,4357,9278,1026
65,206,21,30,9931,5412,2752,9892,116
65,206,21,43,2157,5412,4070,2539,5557
65,206,21,43,9500,5325,9719,6529,5698
65,206,21,38,8081,6321,3596,1229,2758
65,206,21,38,122,8576,5161,10829,10343
65,46,21,34,1208,465,4070,190,2467
65,206,21,1,1868,8435,1202,4357,878
65,206,21,6,1327,5133,3581,7025,4040
65,46,21,1,9406,5161,6089,8791,3696
65,46,21,43,1376,3696,1206,8034,6103
65,46,21,43,9406,5161,6089,3696,8791
65,206,21,41,4711,7598,2582,1941,2208
65,46,21,35,8081,5161,1035,2467,3645
65,107,21,43,7663,10433,11452,3696,7880
65,107,21,43,2157,11337,122,3942,4252
65,46,21,30,9406,5161,6089,3696,8791
65,46,21,1,1980,2157,1412,4128,465
65,206,21,30,2896,9536,9588,4070,11066
65,206,21,30,3272,4111,1623,10059,9095
65,46,21,16,2048,8034,465,2157,3696
65,46,21,3,764,3571,3771,465,8848
65,46,21,3,4070,1576,1263,11089,7261
65,206,21,45,9079,4070,6464,4184,11017
65,206,21,43,10365,9690,11369,10286,459
65,206,21,43,8236,4499,5161,653,1128
65,206,21,25,465,9195,2153,2118,4070
65,206,21,30,9127,1941,11464,631,3073
65,107,21,60,7603,7220,465,6785,9438
65,46,21,1,9406,5161,6089,8791,3696
65,206,21,1,465,4070,2698,1654,4678
65,206,21,43,4077,1706,5412,10286,6590
65,206,21,43,2744,1175,5161,7279,9878
65,384,21,16,8286,8034,465,1913,7186
65,206,21,30,9831,2813,1761,2157,10330
65,206,21,30,8999,3215,452,6937,7483
65,206,21,30,9984,304,7299,4398,8034
65,206,21,43,10366,270,465,8556,2157
65,206,21,60,1020,9438,2157,10530,287
65,206,21,60,7375,449,5937,3652,1931
65,206,21,60,2334,3800,4880,8425,465
65,107,21,45,2233,3784,1508,1703,2758
65,206,21,43,9406,5161,6089,3696,8791
65,46,21,1,3215,5644,465,3696,4070
65,46,21,1,1380,452,8443,9215,3154
65,206,21,3,5652,10433,7518,5908,3696
65,46,21,32,2048,3215,8791,3696,4070
65,206,21,1,11040,3281,465,4250,755
65,206,21,1,8953,4261,1429,4880,183
65,46,21,1,85,10286,1161,3,122
65,22,21,16,208,9608,2539,6738,3912
65,46,21,30,200,1976,10595,5560,5407
65,46,21,30,615,9269,6336,2514,4541
65,46,21,30,2237,8352,7171,10254,6552
65,206,21,12,11445,9349,4711,4184,6685
65,206,21,12,3279,1199,10273,1893,11369
65,46,21,1,1477,7465,4457,2604,9864
65,206,21,46,4542,465,9327,478,7897
65,206,21,46,6183,5690,2467,9378,707
65,206,21,10,5337,2338,3661,2135,7396
65,206,21,30,10865,4250,103,3800,6864
65,206,21,30,7690,6175,9095,765,3232
65,206,21,3,4526,9984,5252,765,465
65,206,21,16,5161,5770,8424,1931,765
65,141,21,16,1863,11444,8695,9833,6102
65,141,21,16,3930,9500,4745,11327,6775
65,46,21,28,3864,1412,787,5644,5181
65,206,21,38,10769,9904,1590,465,6590
65,206,21,38,9708,6784,8506,2409,1825
65,206,21,60,10433,465,4070,4028,3215
65,46,21,17,452,465,3696,4070,5535
65,107,21,48,1034,4477,493,40,5715
65,107,21,48,4046,6840,4880,3359,11490
65,107,21,48,5763,5327,2710,9972,4261
65,46,21,1,1412,6952,7897,7220,2617
65,206,21,11,10365,9414,270,6590,2320
65,206,21,11,1206,2758,122,7131,4252
65,206,21,43,4422,10072,6021,4764,1561
65,206,21,43,4128,4995,11638,11589,3668
65,46,21,1,9312,1561,979,7460,58
65,46,21,30,9406,5161,6089,8791,3696
65,206,21,60,1386,2386,5560,1102,2467
65,46,21,17,461,9016,446,6402,2440
65,46,21,17,8491,8089,6390,4140,10833
65,206,21,60,2813,6823,2402,2386,1370
65,206,21,60,449,5937,4739,3598,5886
65,206,21,60,5560,7312,4686,4515,5648
65,206,21,35,2539,7844,1162,5652,4070
65,206,21,30,5412,6552,7833,10588,465
65,206,21,38,1276,9406,5161,6089,8791
65,206,21,38,3696,4070,3590,4312,11274
65,206,21,30,1276,8081,9878,5644,8844
65,206,21,30,1829,6820,10771,8998,6906
65,46,21,45,4819,5644,6590,1218,4767
65,46,21,45,7742,1412,6708,1206,8776
65,206,21,1,2626,360,5644,9145,7232
65,46,21,1,4711,856,7371,8731,10524
65,46,21,30,1492,11037,11382,11104,1371
65,46,21,43,7512,3215,4303,5216,5197
65,46,21,43,10597,6864,7676,8159,9332
65,46,21,30,465,4070,6228,7220,449
65,335,21,45,4384,4922,452,927,5347
65,238,21,35,9500,4524,7650,10765,4221
65,238,21,35,3350,2467,3141,8399,8900
65,46,21,43,3219,1287,8396,103,6864
65,46,21,43,5011,713,9434,9829,5483
65,206,21,2,4070,1706,5644,1123,6177
65,206,21,43,5412,1206,7880,6529,10595
65,384,21,46,4552,5652,6529,4745,1902
65,46,21,21,3696,6864,2157,10855,7644
65,335,21,45,2048,11076,8179,452,3696
65,335,21,45,4922,4384,5347,8999,927
65,46,21,30,10336,4070,465,2467,5560
65,107,21,30,1846,8586,2334,8,7312
65,46,21,1,465,1981,5908,9500,9142
65,46,21,1,5452,5553,1918,11337,4895
65,206,21,17,6317,4925,4337,5337,4999
65,206,21,17,11060,7373,671,511,493
65,141,21,50,270,6900,3359,7131,3917
65,206,21,3,9406,5161,6089,3696,8791
65,206,21,60,2048,9581,5540,3696,4070
65,206,21,60,8034,2386,11659,5937,2752
65,206,21,60,2467,493,707,897,4880
65,46,21,25,3918,465,4070,8034,449
65,46,21,25,5912,1931,707,2334,1654
65,206,21,1,7730,10902,7534,5359,1706
65,206,21,1,6706,7453,4524,10597,7373
65,46,21,1,8081,10286,9253,8396,3696
65,46,21,1,3387,1276,5161,3645,7940
65,46,21,43,8310,9169,1696,10994,904
65,46,21,11,7563,2259,1380,2515,11236
65,46,21,11,3562,7131,1579,4326,3994
65,46,21,16,8034,7403,465,3218,1380
65,206,21,30,7453,7042,4966,459,2424
65,149,21,16,8034,1902,2372,1412,7441
65,149,21,16,4671,6857,9500,4745,8717
65,22,21,4,9325,5843,7450,2744,2139
65,22,21,4,2003,6608,9262,9332,4556
65,46,21,15,2409,5652,4070,8443,5836
65,46,21,15,10277,5412,7244,3645,6762
65,46,21,32,9406,5161,6089,8791,3696
65,206,21,30,2102,1020,9438,5937,4253
65,206,21,30,11099,378,707,1931,3919
65,206,21,13,6803,4711,6057,6864,6595
65,206,21,23,4261,6840,3696,493,8331
65,206,21,4,1252,3488,465,9608,4896
65,206,21,60,11475,5284,5133,465,7619
65,206,21,60,4070,8791,1370,9224,5560
65,206,21,60,10296,2467,8331,4398,3722
65,238,21,60,11614,5412,2386,2741,3
65,238,21,30,1014,4070,11413,10222,4449
65,238,21,30,9500,6460,7771,1527,4481
65,206,21,3,8081,4125,2379,9089,5560
65,206,21,3,886,8160,6706,7534,9298
65,238,21,30,465,886,4966,8250,7194
65,238,21,30,7061,2813,7453,3571,2855
65,46,21,54,82,3090,9791,572,8935
65,46,21,3,7534,5644,3284,4184,823
65,46,21,30,452,1714,2813,1941,7373
65,46,21,30,5560,2752,3989,304,2375
65,141,21,16,8804,3579,1638,9085,8201
65,206,21,30,4070,7220,2617,449,5382
65,141,21,30,9438,5937,10433,208,7098
65,141,21,30,3242,287,1317,4059,3737
65,46,21,25,9357,11440,7094,3696,8999
65,46,21,25,5797,1602,8645,10726,2975
65,46,21,11,465,3242,5937,2467,7220
65,46,21,17,11721,10417,8396,772,10812
65,206,21,30,31,7597,1356,5412,465
65,206,21,30,8153,633,9148,4293,2640
65,206,21,30,7088,7299,4398,11496,7187
65,46,21,48,3219,1846,8081,465,5690
65,206,21,43,1981,10266,1596,10203,4375
65,206,21,58,1657,2255,4070,2965,10602
65,206,21,58,4592,8875,8081,449,707
65,46,21,43,4745,9414,1706,2338,1703
65,46,21,43,11188,7880,661,11337,9872
65,206,21,22,9012,1673,11012,6559,2297
65,206,21,13,4070,2652,9984,9266,4880
65,206,21,3,764,11702,4070,8124,9089
65,206,21,3,4880,2467,2048,9298,5458
65,206,21,3,10050,6615,3571,8848,145
65,206,21,3,9610,2378,5421,7474,1929
65,141,21,58,7898,2804,10310,1910,274
65,206,21,60,9581,2386,11622,493,11511
65,46,21,10,904,2467,10732,1218,3215
65,206,21,60,5644,4070,7312,2467,2048
65,206,21,60,2752,5886,9506,11659,10530
65,206,21,60,1581,7666,2741,3598,8189
65,206,21,54,2048,5011,3090,5382,4070
65,206,21,54,449,9148,3654,5359,465
65,238,21,30,11475,7771,8446,4481,6509
65,46,21,30,8034,1386,7602,8236,5644
65,46,21,30,4303,3215,2813,7220,5560
65,46,21,30,765,8081,5937,3696,3652
65,384,21,1,6461,6102,7926,11725,8236
65,46,21,36,6976,7068,5052,3812,465
65,46,21,36,5359,4070,5977,4052,1276
65,206,21,52,11199,6118,4208,465,2467
65,46,21,6,4337,360,5421,5540,3696
65,46,21,1,11288,4070,5928,2467,921
65,46,21,43,465,10331,3696,3385,6103
65,206,21,45,3215,5402,2744,7690,2284
65,206,21,45,7309,5540,8262,11337,8327
65,384,21,43,465,10525,9500,10056,2334
65,384,21,43,122,8646,8226,2539,3350
65,206,21,1,7068,7546,465,755,11122
65,46,21,46,452,7844,465,8849,1412
65,46,21,46,8791,4070,1855,3696,8999
65,46,21,46,8953,9215,10602,5644,2467
65,46,21,34,9367,1162,6316,1412,5652
65,46,21,34,4070,10772,6461,3343,8226
65,107,21,43,6646,7220,4104,2724,4128
65,107,21,43,9663,9699,2467,7218,3359
65,206,21,1,452,465,4261,4880,2048
65,46,21,32,4621,8708,1412,5652,8081
65,229,21,35,465,6102,5057,2467,4045
65,46,21,1,452,11555,465,8870,449
65,46,21,1,5371,8443,6529,8501,4621
65,206,21,30,2156,5652,9930,5560,9500
65,46,21,24,3562,9089,1929,1649,8982
65,206,21,1,2138,449,1611,2157,7250
65,206,21,30,3424,2813,4819,3215,2157
65,206,21,30,5540,8999,6937,6864,7483
65,206,21,30,9984,304,7299,4398,8683
65,206,21,43,4551,5337,9996,8586,9148
65,107,21,1,3397,5644,904,6762,4070
65,107,21,1,3359,1953,449,459,10647
65,46,21,58,1809,4037,5540,4293,3363
65,206,21,43,4261,1058,4018,3154,9534
65,206,21,43,2072,2099,6784,4362,6306
65,46,21,12,3878,5502,7704,10575,6762
65,46,21,30,10425,465,10433,2467,1576
65,46,21,30,5560,287,7880,7299,7692
65,46,21,30,10677,7061,5698,8371,287
65,46,21,30,6991,2467,4864,10425,7453
65,46,21,30,9438,2813,1941,7692,5260
65,206,21,30,465,10595,2467,5560,4398
65,46,21,30,1980,7163,2157,9269,4128
65,206,21,21,7130,10617,8295,9318,5025
65,46,21,16,10221,2334,3219,6857,9500
65,206,21,1,110,3590,1263,6706,8953
65,206,21,1,7212,8498,10406,1929,3571
65,206,21,60,11475,9581,11413,2386,8847
65,206,21,60,8999,9506,2619,2752,765
65,206,21,43,270,103,5212,5001,7598
65,107,21,17,5337,4921,122,11614,10222
65,46,21,52,4312,449,8443,4592,5594
65,206,21,23,3810,2195,3284,2467,449
65,46,21,30,3215,8675,465,2157,1356
65,335,21,45,4348,465,5659,2467,7218
65,206,21,3,4925,6155,9212,465,2490
65,206,21,3,1380,5971,5394,6820,8834
65,206,21,60,465,8034,3917,4477,6840
65,384,21,16,8286,8034,465,9326,5258
65,46,21,1,4052,6615,7608,2157,1942
65,206,21,38,8834,6864,6548,3633,1424
65,206,21,38,10267,7580,9878,8810,4556
65,206,21,11,6837,5371,2744,10286,1206
65,206,21,11,2758,7131,7915,3645,5381
65,206,21,30,2233,10875,465,5560,3696
65,206,21,30,122,3590,7598,11337,11589
65,206,21,1,4337,9546,1961,6364,493
65,206,21,1,1565,8982,4250,1193,5172
65,46,21,12,6615,11411,955,2940,2467
65,206,21,28,3172,8367,4070,3594,3295
65,206,21,30,7603,10254,200,7171,3896
65,206,21,30,1240,5407,9453,6336,2237
65,46,21,30,465,4070,2157,765,2813
65,206,21,58,6345,9832,5024,11646,4070
65,206,21,58,449,11638,145,707,9368
65,46,21,43,11671,3281,6647,8717,5934
65,46,21,43,5952,10183,2610,1120,6130
65,107,21,43,5429,4711,2944,5937,6595
65,107,21,43,2157,6289,1156,9332,4261
65,229,21,16,6952,175,4070,5354,10719
65,107,21,12,3784,2744,5354,7692,7690
65,206,21,13,465,4070,6927,8717,4036
65,206,21,20,7453,465,5412,4070,449
65,206,21,20,9148,8717,11221,1105,274
65,107,21,12,10059,8081,10286,5754,2965
65,107,21,12,8769,6609,2003,1477,4261
65,206,21,3,11085,3571,4070,449,1929
65,206,21,3,2467,1161,8904,6706,3641
65,206,21,3,5535,493,11292,7534,465
65,46,21,30,11464,4568,631,7579,4111
65,206,21,43,11196,6615,7644,7232,6576
65,46,21,32,7068,10557,1548,5412,5977
65,46,21,45,3918,10172,8034,3525,11296
65,107,21,30,1180,7563,10433,11587,7880
65,206,21,29,1276,6154,5707,11452,2590
65,206,21,29,8102,145,2467,4250,465
65,141,21,33,4745,4867,11363,7403,8201
65,46,21,16,3696,8900,8034,6933,2495
65,206,21,1,10353,2763,5644,7671,9148
65,206,21,1,9885,2586,557,6820,4492
65,206,21,60,5644,137,7312,3989,4880
65,206,21,60,4515,2467,2048,1102,2752
65,206,21,60,9506,5112,5648,2813,1941
65,206,21,60,2619,11659,10530,5390,3598
65,141,21,30,9438,1356,11511,449,5206
65,141,21,30,2135,3780,6865,7299,8201
65,206,21,17,10769,2715,5066,6317,5773
65,206,21,17,5352,5690,7008,11337,8576
65,206,21,32,9148,8851,3284,9984,2467
65,141,21,45,7603,5763,8446,2255,4477
65,206,21,1,1209,5452,10852,5652,3284
65,206,21,1,8016,769,2467,3878,7704
65,206,21,43,465,4711,1370,5560,7230
65,238,21,30,7220,6253,615,10222,10597
65,46,21,1,3215,1412,8700,7244,3279
65,46,21,30,7597,5675,5937,8999,7299
65,206,21,10,270,7241,4070,10366,9984
65,206,21,10,9266,7897,9591,465,765
65,46,21,20,2157,8034,1931,707,1412
65,46,21,16,9995,9717,7282,7704,7632
65,46,21,16,10852,4500,5797,5857,11188
65,46,21,15,4542,2157,465,4510,10277
65,46,21,30,4966,7453,7579,11116,3853
65,46,21,30,5412,9831,4398,1941,631
65,206,21,46,9725,2372,8034,3584,707
65,206,21,14,11622,2216,7704,5337,6590
65,206,21,14,9500,2255,10211,3218,1907
65,206,21,24,10433,436,2157,8081,4153
65,141,21,16,3930,707,2334,6597,465
65,206,21,3,8222,764,2216,6706,11393
65,206,21,3,9492,6084,1246,9298,10926
65,46,21,1,9406,5161,6089,8791,3696
65,141,21,54,5359,2255,8201,2467,3668
65,206,21,1,2135,103,6098,11337,7644
65,206,21,1,3284,9326,5540,764,4161
65,206,21,43,465,10993,2515,2459,764
65,206,21,43,3542,4985,3789,11309,8999
65,46,21,4,465,1412,10855,8648,7220
65,206,21,53,465,7503,6615,8443,10814
65,206,21,53,5754,8262,3645,8576,9208
65,206,21,38,9406,5161,6089,3696,8791
65,206,21,1,4379,5644,10897,1623,4299
65,46,21,6,1327,5133,3696,4040,67
65,384,21,43,9406,5161,6089,3696,8791
65,46,21,21,465,6762,4070,192,2467
65,141,21,30,7937,459,3943,9946,465
65,141,21,30,4070,7380,8201,9725,1206
65,335,21,45,5024,11076,5284,5644,3696
65,335,21,45,7619,4070,2157,3215,2758
65,335,21,45,10865,4445,4128,4303,7602
65,46,21,24,8081,3562,1317,4070,9083
65,46,21,24,4439,5937,277,8717,1857
65,46,21,60,1980,7687,7371,2157,7692
65,206,21,30,6865,7453,7299,5412,9554
65,141,21,48,712,465,1209,4070,2804
65,46,21,1,10865,9725,5763,2157,3696
65,46,21,1,4070,8791,8999,3215,1746
65,46,21,1,304,6840,3919,465,707
65,206,21,34,8946,6382,7003,11196,7690
65,46,21,27,5644,465,5466,8999,8645
65,46,21,27,4303,8331,11361,2467,5648
65,206,21,30,3424,2813,4819,3215,2157
65,206,21,30,5540,8999,6937,6864,7483
65,206,21,30,9984,304,7299,4398,8683
65,46,21,30,4111,6710,6803,465,5273
65,46,21,30,2514,2965,378,11511,10254
65,46,21,30,9529,11084,8175,6896,6750
65,46,21,30,3041,7216,8337,2033,378
65,206,21,52,6266,7534,6706,7373,7850
65,206,21,52,6103,5354,6828,34,9266
65,46,21,32,9406,5161,6089,8791,3696
65,206,21,30,9406,5161,6089,8791,3696
65,141,21,58,9438,5594,2386,2539,7692
65,141,21,58,446,707,11188,11638,3218
65,46,21,30,1053,6803,10911,3276,307
65,206,21,58,1977,4628,8443,4312,31
65,206,21,32,3855,4184,3284,9066,11104
65,141,21,9,6721,9014,6840,707,1206
65,46,21,30,2813,2758,3598,6718,4515
65,141,21,16,3590,5229,7603,423,4867
65,22,21,21,2241,465,2319,4645,1370
65,22,21,21,8009,10077,9663,122,11337
65,46,21,17,2233,5445,465,9164,9970
65,206,21,48,2085,7403,1412,8306,6711
65,384,21,16,6195,4671,1902,5793,465
65,46,21,1,856,1918,8870,9024,1370
65,46,21,1,5560,1448,8908,1669,9270
65,206,21,1,3661,4430,270,2195,11337
65,206,21,1,3,8034,2259,4303,4261
65,384,21,1,3735,9500,9326,122,1013
65,46,21,52,4111,9725,9791,5644,4799
65,46,21,52,5050,11099,9224,2467,8935
65,206,21,1,4570,7534,4175,2693,4070
65,46,21,17,4551,3696,2619,1711,8999
65,206,21,12,6976,7915,449,1623,7880
65,206,21,12,3284,8081,9500,7220,8717
65,206,21,19,11196,4711,5686,9663,2143
65,206,21,19,52,6289,4357,9093,62
65,46,21,35,8034,6515,11202,9586,11106
65,206,21,13,270,2157,3696,6706,10330
65,46,21,43,3805,3696,6864,3,7374
65,206,21,55,9438,1941,2386,4398,10923
65,206,21,43,9406,5161,6089,3696,8791
65,46,21,30,11464,11116,631,7579,3073
65,46,21,12,2037,955,11411,1563,2940
65,46,21,12,740,2467,6615,3218,2888
65,206,21,43,1376,9414,5399,465,10726
65,206,21,60,9438,5886,5644,7666,4028
65,206,21,60,2386,3598,11347,7692,9711
65,46,21,1,9406,5161,6089,8791,3696
65,206,21,58,4052,11223,4261,4070,452
65,206,21,58,9148,6706,4880,465,6931
65,206,21,30,7597,4419,2640,9335,7299
65,46,21,45,6721,7772,11076,784,1412
65,384,21,16,8801,8694,8286,8034,465
65,141,21,20,5216,7603,4999,9148,2157
65,141,21,20,8034,7937,3215,1569,8306
65,141,21,20,707,4049,8321,304,10103
65,107,21,60,3548,5327,6305,7230,10097
65,107,21,60,3890,7598,2386,2459,4966
65,206,21,30,10286,4925,7690,6312,6864
65,206,21,30,6183,5553,10395,886,8576
65,206,21,30,1250,5644,1941,5412,11392
65,46,21,22,1412,4956,2334,9628,2335
65,206,21,30,6467,1162,465,2386,9132
65,206,21,30,3598,1169,6345,7373,3317
65,206,21,20,1196,5216,449,1206,4503
65,206,21,1,8367,5412,3503,3055,4070
65,238,21,60,465,1386,2386,5560,1102
65,107,21,6,3548,465,10602,3562,10588
65,46,21,21,4689,1803,5652,4070,449
