Role Category,Role,Functional Area,Industry,Skill1,Skill2,Skill3,Skill4,Skill5
26,413,31,34,4393,4339,7219,9175,5575
26,413,31,34,6241,4288,9778,4550,5843
26,413,31,11,11444,10772,3666,6102,5126
26,413,31,46,5337,6461,7280,6715,10772
26,413,31,46,11725,122,8973,4339,9410
26,413,31,43,11349,6461,543,1769,11146
26,232,31,43,7068,253,10772,4295,4317
26,368,41,43,11671,8310,8226,10772,1462
26,368,41,43,10766,122,8685,8469,2319
26,368,41,6,9414,9609,3079,3668,10061
26,368,41,1,9406,5161,6089,8791,3696
26,270,41,21,4852,1532,6461,10772,5843
26,270,41,43,9367,6316,10835,3208,6102
26,270,41,43,4852,5843,9500,7282,4339
26,368,31,48,3714,886,11439,11452,2207
26,232,41,43,2319,6647,4827,1217,8648
26,270,41,16,9367,11444,10525,2699,7371
26,270,41,16,10772,6102,5843,4339,9868
26,232,41,43,11392,9500,6529,4488,10553
26,232,41,34,10835,2576,4488,6461,10772
26,232,41,21,9738,8411,4339,4031,7874
26,232,41,21,9233,11159,4542,3201,10772
26,232,41,21,10747,9653,7371,4914,11444
26,232,41,52,6316,3079,6102,9414,2652
26,232,31,34,7068,6858,821,6461,10772
26,232,31,34,10400,149,7045,10193,3390
26,232,31,34,7280,6102,1204,8113,6906
26,413,31,34,5337,7854,8271,2089,6976
26,413,31,34,5934,11555,6092,8327,10943
26,368,31,43,6396,8139,6590,8396,10567
26,368,31,43,11591,4295,9452,4852,6130
26,232,41,58,3909,4745,7072,6102,11343
26,368,41,52,5855,3133,5126,9278,2166
26,270,41,43,6461,1462,7186,6864,11591
26,270,41,43,5535,2975,10382,2307,6130
26,415,31,34,3801,3471,10524,9367,8973
26,368,41,34,9115,7690,6534,5363,1788
26,368,41,6,9175,11250,2496,10821,7658
26,413,41,43,11392,9500,6529,4488,10553
26,415,41,10,7452,465,11274,4385,3208
26,415,41,10,6102,5843,8788,8226,9224
26,415,41,10,1471,5855,188,10582,7874
26,413,31,21,6461,10772,3272,4093,4191
26,270,41,21,6976,4852,1532,11444,10772
26,270,41,21,7992,5126,5843,6266,2207
26,232,41,52,2233,6461,283,1703,11136
26,232,41,38,6316,3079,6102,9414,2652
26,413,41,34,9367,10582,10772,5843,8226
26,232,31,43,2960,6461,8987,7371,1703
26,232,41,52,6461,10525,9500,10772,2425
26,232,41,52,11146,122,5684,3385,2089
26,232,31,11,11392,9500,6529,4488,10553
26,413,41,4,6316,48,10772,1673,10941
26,413,41,16,6316,10772,4852,8509,4339
26,232,31,32,5710,712,2699,10377,3378
26,232,31,32,2026,713,6338,6359,2166
26,232,31,32,7450,5445,1572,9564,7881
26,270,41,4,10592,6130,5571,11743,11337
26,270,41,4,2158,7759,9099,2610,9183
26,413,41,43,1647,9708,10772,5082,3702
26,413,41,16,5445,4218,6461,6316,10772
26,413,41,16,6031,3385,7598,11337,8226
26,270,31,52,7910,9419,1641,4540,6461
26,270,31,52,1175,9844,9175,1120,3515
26,413,41,21,10365,2233,4488,3608,10372
26,232,41,52,11444,5126,7992,5706,1572
26,232,41,21,8411,9738,9233,4339,11159
26,232,41,21,4031,4542,3201,4914,10747
26,232,41,21,10772,9653,7371,7874,11444
26,232,41,21,9406,5161,8791,3696,4070
26,232,41,43,7068,6386,2319,11452,6647
26,232,41,43,11327,11146,3810,2255,7425
26,232,41,43,11622,4745,6038,3930,2234
26,232,41,43,1913,7403,2495,2255,9159
26,368,41,43,5843,8017,11452,10998,6864
26,368,41,43,412,2904,11343,10582,9327
26,413,41,48,7319,8226,10772,5330,6706
26,232,41,46,4542,2319,3666,2495,6359
26,232,41,46,2837,2610,8739,6055,4446
26,368,31,1,3079,6102,6316,9414,2652
26,270,41,21,2207,4093,11444,9500,6906
26,368,41,16,4852,9670,9367,6316,4649
26,413,31,28,921,5180,10288,5057,9077
26,413,41,43,10665,1376,4218,5445,10772
26,413,41,43,6316,122,8236,8648,1532
26,270,41,52,9414,4312,253,10772,10400
26,270,41,52,9868,7814,8122,11449,9159
26,232,41,46,8872,739,388,7479,4542
26,232,41,46,3666,1563,10772,9609,2700
26,232,41,46,6461,7403,11531,9689,8301
26,270,41,34,9175,6579,7603,11343,10772
26,270,41,34,2207,5843,8226,1703,11097
26,415,31,13,2233,4488,3608,8363,10372
26,368,31,45,2882,291,1099,3450,11274
26,232,41,43,6316,3079,6102,9414,2652
26,413,31,34,9367,11452,8396,9500,10772
26,270,41,46,6316,7403,8809,6122,11099
26,270,41,46,5843,1947,3386,9512,4339
26,368,31,54,5710,9012,1673,10772,4852
26,270,31,45,1376,7522,6461,283,436
26,415,31,34,5337,11671,10772,3385,11337
26,368,31,43,2960,5843,11067,11671,8594
26,368,31,43,2901,7814,3702,1276,2166
26,270,31,34,5337,4852,5843,4488,4339
26,232,41,6,5710,4745,1120,6461,1572
26,232,41,6,9868,2699,6933,2610,1703
26,232,41,6,739,955,4893,5706,5284
26,415,41,18,2345,436,4558,7897,3366
26,413,41,42,10365,1567,8809,10772,4488
26,270,41,24,11304,10953,4819,360,1287
26,270,41,24,6102,11663,1404,6461,216
26,413,31,1,6102,9414,6316,10096,1123
26,368,41,43,1276,9835,1903,7910,10772
26,368,41,43,9414,9663,4694,11274,6976
26,232,31,6,4218,4312,10400,6359,6103
26,232,41,58,11392,9500,6529,4488,10553
26,232,41,10,2495,6864,10703,9452,2097
26,368,41,48,7068,9367,6461,11274,4852
26,270,31,16,1563,6785,7603,10524,3246
26,270,31,16,9819,6102,2207,11586,4339
26,270,31,34,4852,7603,7687,4339,11444
26,270,31,34,5843,4031,11604,5337,8443
26,413,41,34,4852,5337,1902,3930,2372
26,368,31,45,10582,8226,10772,8648,465
26,232,41,52,1600,253,11274,10400,216
26,232,41,52,9225,2610,11337,821,6933
26,413,41,34,2877,3812,6785,7899,766
26,368,41,21,11444,10852,7371,2255,6102
26,270,31,36,5337,9367,8226,11444,4191
26,232,41,34,1532,6579,5337,11444,4852
26,413,31,45,6316,10582,8226,10772,921
26,368,41,21,5710,7371,6461,5843,1703
26,413,31,34,4393,4339,7219,9175,5575
26,413,31,34,6241,4288,9778,4550,5843
26,413,31,11,11444,10772,3666,6102,5126
26,413,31,46,5337,6461,7280,6715,10772
26,413,31,46,11725,122,8973,4339,9410
26,413,31,43,11349,6461,543,1769,11146
26,232,31,43,7068,253,10772,4295,4317
26,368,41,43,11671,8310,8226,10772,1462
26,368,41,43,10766,122,8685,8469,2319
26,368,41,6,9414,9609,3079,3668,10061
26,368,41,1,9406,5161,6089,8791,3696
26,270,41,21,4852,1532,6461,10772,5843
26,270,41,43,9367,6316,10835,3208,6102
26,270,41,43,4852,5843,9500,7282,4339
26,368,31,48,3714,886,11439,11452,2207
26,232,41,43,2319,6647,4827,1217,8648
26,270,41,16,9367,11444,10525,2699,7371
26,270,41,16,10772,6102,5843,4339,9868
26,232,41,43,11392,9500,6529,4488,10553
26,232,41,34,10835,2576,4488,6461,10772
26,232,41,21,9738,8411,4339,4031,7874
26,232,41,21,9233,11159,4542,3201,10772
26,232,41,21,10747,9653,7371,4914,11444
26,232,41,52,6316,3079,6102,9414,2652
26,232,31,34,7068,6858,821,6461,10772
26,232,31,34,10400,149,7045,10193,3390
26,232,31,34,7280,6102,1204,8113,6906
26,413,31,34,5337,7854,8271,2089,6976
26,413,31,34,5934,11555,6092,8327,10943
26,368,31,43,6396,8139,6590,8396,10567
26,368,31,43,11591,4295,9452,4852,6130
26,232,41,58,3909,4745,7072,6102,11343
26,368,41,52,5855,3133,5126,9278,2166
26,270,41,43,6461,1462,7186,6864,11591
26,270,41,43,5535,2975,10382,2307,6130
26,415,31,34,3801,3471,10524,9367,8973
26,368,41,34,9115,7690,6534,5363,1788
26,368,41,6,9175,11250,2496,10821,7658
26,413,41,43,11392,9500,6529,4488,10553
26,415,41,10,7452,465,11274,4385,3208
26,415,41,10,6102,5843,8788,8226,9224
26,415,41,10,1471,5855,188,10582,7874
26,413,31,21,6461,10772,3272,4093,4191
26,270,41,21,6976,4852,1532,11444,10772
26,270,41,21,7992,5126,5843,6266,2207
26,232,41,52,2233,6461,283,1703,11136
26,232,41,38,6316,3079,6102,9414,2652
26,413,41,34,9367,10582,10772,5843,8226
26,232,31,43,2960,6461,8987,7371,1703
26,232,41,52,6461,10525,9500,10772,2425
26,232,41,52,11146,122,5684,3385,2089
26,232,31,11,11392,9500,6529,4488,10553
26,413,41,4,6316,48,10772,1673,10941
26,413,41,16,6316,10772,4852,8509,4339
26,232,31,32,5710,712,2699,10377,3378
26,232,31,32,2026,713,6338,6359,2166
26,232,31,32,7450,5445,1572,9564,7881
26,270,41,4,10592,6130,5571,11743,11337
26,270,41,4,2158,7759,9099,2610,9183
26,413,41,43,1647,9708,10772,5082,3702
26,413,41,16,5445,4218,6461,6316,10772
26,413,41,16,6031,3385,7598,11337,8226
26,270,31,52,7910,9419,1641,4540,6461
26,270,31,52,1175,9844,9175,1120,3515
26,413,41,21,10365,2233,4488,3608,10372
26,232,41,52,11444,5126,7992,5706,1572
26,232,41,21,8411,9738,9233,4339,11159
26,232,41,21,4031,4542,3201,4914,10747
26,232,41,21,10772,9653,7371,7874,11444
26,232,41,21,9406,5161,8791,3696,4070
26,232,41,43,7068,6386,2319,11452,6647
26,232,41,43,11327,11146,3810,2255,7425
26,232,41,43,11622,4745,6038,3930,2234
26,232,41,43,1913,7403,2495,2255,9159
26,368,41,43,5843,8017,11452,10998,6864
26,368,41,43,412,2904,11343,10582,9327
26,413,41,48,7319,8226,10772,5330,6706
26,232,41,46,4542,2319,3666,2495,6359
26,232,41,46,2837,2610,8739,6055,4446
26,368,31,1,3079,6102,6316,9414,2652
26,270,41,21,2207,4093,11444,9500,6906
26,368,41,16,4852,9670,9367,6316,4649
26,413,31,28,921,5180,10288,5057,9077
26,413,41,43,10665,1376,4218,5445,10772
26,413,41,43,6316,122,8236,8648,1532
26,270,41,52,9414,4312,253,10772,10400
26,270,41,52,9868,7814,8122,11449,9159
26,232,41,46,8872,739,388,7479,4542
26,232,41,46,3666,1563,10772,9609,2700
26,232,41,46,6461,7403,11531,9689,8301
26,270,41,34,9175,6579,7603,11343,10772
26,270,41,34,2207,5843,8226,1703,11097
26,415,31,13,2233,4488,3608,8363,10372
26,368,31,45,2882,291,1099,3450,11274
26,232,41,43,6316,3079,6102,9414,2652
26,413,31,34,9367,11452,8396,9500,10772
26,270,41,46,6316,7403,8809,6122,11099
26,270,41,46,5843,1947,3386,9512,4339
26,368,31,54,5710,9012,1673,10772,4852
26,270,31,45,1376,7522,6461,283,436
26,415,31,34,5337,11671,10772,3385,11337
26,368,31,43,2960,5843,11067,11671,8594
26,368,31,43,2901,7814,3702,1276,2166
26,270,31,34,5337,4852,5843,4488,4339
26,232,41,6,5710,4745,1120,6461,1572
26,232,41,6,9868,2699,6933,2610,1703
26,232,41,6,739,955,4893,5706,5284
26,415,41,18,2345,436,4558,7897,3366
26,413,41,42,10365,1567,8809,10772,4488
26,270,41,24,11304,10953,4819,360,1287
26,270,41,24,6102,11663,1404,6461,216
26,413,31,1,6102,9414,6316,10096,1123
26,368,41,43,1276,9835,1903,7910,10772
26,368,41,43,9414,9663,4694,11274,6976
26,232,31,6,4218,4312,10400,6359,6103
26,232,41,58,11392,9500,6529,4488,10553
26,232,41,10,2495,6864,10703,9452,2097
26,368,41,48,7068,9367,6461,11274,4852
26,270,31,16,1563,6785,7603,10524,3246
26,270,31,16,9819,6102,2207,11586,4339
26,270,31,34,4852,7603,7687,4339,11444
26,270,31,34,5843,4031,11604,5337,8443
26,413,41,34,4852,5337,1902,3930,2372
26,368,31,45,10582,8226,10772,8648,465
26,232,41,52,1600,253,11274,10400,216
26,232,41,52,9225,2610,11337,821,6933
26,413,41,34,2877,3812,6785,7899,766
26,368,41,21,11444,10852,7371,2255,6102
26,270,31,36,5337,9367,8226,11444,4191
26,232,41,34,1532,6579,5337,11444,4852
26,413,31,45,6316,10582,8226,10772,921
26,368,41,21,5710,7371,6461,5843,1703
26,413,31,34,4393,4339,7219,9175,5575
26,413,31,34,6241,4288,9778,4550,5843
26,413,31,11,11444,10772,3666,6102,5126
26,413,31,46,5337,6461,7280,6715,10772
26,413,31,46,11725,122,8973,4339,9410
26,413,31,43,11349,6461,543,1769,11146
26,232,31,43,7068,253,10772,4295,4317
26,368,41,43,11671,8310,8226,10772,1462
26,368,41,43,10766,122,8685,8469,2319
26,368,41,6,9414,9609,3079,3668,10061
26,368,41,1,9406,5161,6089,8791,3696
26,270,41,21,4852,1532,6461,10772,5843
26,270,41,43,9367,6316,10835,3208,6102
26,270,41,43,4852,5843,9500,7282,4339
26,368,31,48,3714,886,11439,11452,2207
26,232,41,43,2319,6647,4827,1217,8648
26,270,41,16,9367,11444,10525,2699,7371
26,270,41,16,10772,6102,5843,4339,9868
26,232,41,43,11392,9500,6529,4488,10553
26,232,41,34,10835,2576,4488,6461,10772
26,232,41,21,9738,8411,4339,4031,7874
26,232,41,21,9233,11159,4542,3201,10772
26,232,41,21,10747,9653,7371,4914,11444
26,232,41,52,6316,3079,6102,9414,2652
26,232,31,34,7068,6858,821,6461,10772
26,232,31,34,10400,149,7045,10193,3390
26,232,31,34,7280,6102,1204,8113,6906
26,413,31,34,5337,7854,8271,2089,6976
26,413,31,34,5934,11555,6092,8327,10943
26,368,31,43,6396,8139,6590,8396,10567
26,368,31,43,11591,4295,9452,4852,6130
26,232,41,58,3909,4745,7072,6102,11343
26,368,41,52,5855,3133,5126,9278,2166
26,270,41,43,6461,1462,7186,6864,11591
26,270,41,43,5535,2975,10382,2307,6130
26,415,31,34,3801,3471,10524,9367,8973
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
27,461,32,52,1758,3319,8030,9115,1595
27,461,32,8,2233,1404,10805,7598,2089
27,318,32,45,6475,2676,5721,6132,6253
27,461,32,1,2928,2338,677,4786,6715
27,461,32,4,4218,10151,283,6132,122
27,461,32,4,8422,4422,3571,4070,11191
27,461,32,4,122,2928,10081,9414,10212
27,318,32,1,11364,9690,10403,441,3407
27,318,32,1,8640,106,2317,8236,9867
27,461,32,4,5234,3319,3505,3308,2256
27,461,32,4,1376,32,4711,9115,5436
27,461,32,4,6103,991,5352,9129,2583
27,318,32,43,1376,32,4711,4527,4520
27,318,32,43,3187,5721,2203,2920,2236
27,318,32,43,11742,1861,7640,8620,2059
27,461,32,52,1531,2233,1404,1098,2139
27,461,32,6,1098,8385,8236,6678,6132
27,461,32,51,2676,5313,2806,3407,10524
27,461,32,51,4606,9679,8011,4657,2780
27,461,32,1,3682,1404,3663,6132,7110
27,461,32,1,3999,3663,4929,6103,7860
28,174,13,11,10357,11152,122,8455,819
